Assembly Accession	Assembly Name	Annotation Release Date	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Species
GCF_039783405.1	ST19_assembly	2025-05-23	Streptococcus thermophilus		ST19					GCF_039783405.1-RS_2025_05_23	Complete Genome	2024-05-24		1	Streptococcus thermophilus
GCF_039783625.1	STCNRZ302_Assembly	2025-05-23	Streptococcus thermophilus		CNRZ302					GCF_039783625.1-RS_2025_05_23	Complete Genome	2024-05-24		1	Streptococcus thermophilus
GCF_039783295.1	STR1_assembly	2025-05-23	Streptococcus thermophilus		R1					GCF_039783295.1-RS_2025_05_23	Complete Genome	2024-05-24		1	Streptococcus thermophilus
GCF_039783635.1	STCNRZ1575_assembly	2025-05-23	Streptococcus thermophilus		CNRZ1575					GCF_039783635.1-RS_2025_05_23	Complete Genome	2024-05-24		1	Streptococcus thermophilus
GCF_039783255.1	STMM1_assembly	2025-05-23	Streptococcus thermophilus		MM1					GCF_039783255.1-RS_2025_05_23	Complete Genome	2024-05-24		1	Streptococcus thermophilus
GCF_039783955.1	ST4145_Assembly	2025-05-23	Streptococcus thermophilus		4145					GCF_039783955.1-RS_2025_05_23	Complete Genome	2024-05-24		1	Streptococcus thermophilus
GCF_039783475.1	STAVA1121_assembly	2025-05-23	Streptococcus thermophilus		AVA1121					GCF_039783475.1-RS_2025_05_23	Complete Genome	2024-05-24		1	Streptococcus thermophilus
GCF_039783195.1	ST90730_Assembly	2025-05-23	Streptococcus thermophilus		90730					GCF_039783195.1-RS_2025_05_23	Complete Genome	2024-05-24		1	Streptococcus thermophilus
GCF_039781665.1	ST4052_Assembly	2025-05-23	Streptococcus thermophilus		4052					GCF_039781665.1-RS_2025_05_23	Complete Genome	2024-05-24		1	Streptococcus thermophilus
GCF_039783785.1	STCNRZ887_assembly	2025-05-23	Streptococcus thermophilus		CNRZ887					GCF_039783785.1-RS_2025_05_23	Complete Genome	2024-05-24		1	Streptococcus thermophilus
GCF_023207975.1	ASM2320797v1	2025-05-14	Streptococcus thermophilus		CS6					GCF_023207975.1-RS_2025_05_14	Complete Genome	2022-05-02		1	Streptococcus thermophilus
GCF_003443395.1	ASM344339v1	2025-04-28	Streptococcus thermophilus		ST106					GCF_003443395.1-RS_2025_04_28	Complete Genome	2018-09-03		1	Streptococcus thermophilus
GCF_017584245.1	ASM1758424v1	2025-04-19	Streptococcus thermophilus		MAG_rmk202_sterm					GCF_017584245.1-RS_2025_04_19	Complete Genome	2021-03-25		2	Streptococcus thermophilus
GCF_003402855.1	ASM340285v1	2025-04-14	Streptococcus thermophilus		ST109					GCF_003402855.1-RS_2025_04_14	Complete Genome	2018-08-18		1	Streptococcus thermophilus
GCF_010120595.1	ASM1012059v1	2025-04-13	Streptococcus thermophilus		ATCC 19258					GCF_010120595.1-RS_2025_04_13	Complete Genome	2020-01-29		1	Streptococcus thermophilus
GCF_017360005.1	ASM1736000v1	2025-04-13	Streptococcus thermophilus		24739					GCF_017360005.1-RS_2025_04_13	Complete Genome	2021-03-16		1	Streptococcus thermophilus
GCF_017360305.1	ASM1736030v1	2025-04-13	Streptococcus thermophilus		13496					GCF_017360305.1-RS_2025_04_13	Complete Genome	2021-03-16		1	Streptococcus thermophilus
GCF_017360085.1	ASM1736008v1	2025-04-12	Streptococcus thermophilus		24738					GCF_017360085.1-RS_2025_04_12	Complete Genome	2021-03-16		1	Streptococcus thermophilus
GCF_017360165.1	ASM1736016v1	2025-04-12	Streptococcus thermophilus		13499					GCF_017360165.1-RS_2025_04_12	Complete Genome	2021-03-16		1	Streptococcus thermophilus
GCF_017359885.1	ASM1735988v1	2025-04-12	Streptococcus thermophilus		24740					GCF_017359885.1-RS_2025_04_12	Complete Genome	2021-03-16		1	Streptococcus thermophilus
GCF_017360245.1	ASM1736024v1	2025-04-11	Streptococcus thermophilus		13498					GCF_017360245.1-RS_2025_04_11	Complete Genome	2021-03-16		1	Streptococcus thermophilus
GCF_017359825.1	ASM1735982v1	2025-04-11	Streptococcus thermophilus		24853					GCF_017359825.1-RS_2025_04_11	Complete Genome	2021-03-16		1	Streptococcus thermophilus
GCF_038049945.1	ASM3804994v1	2025-04-10	Streptococcus thermophilus		TCI125					GCF_038049945.1-RS_2025_04_10	Complete Genome	2024-04-11		1	Streptococcus thermophilus
GCF_013307185.1	ASM1330718v1	2025-04-08	Streptococcus thermophilus		CS5					GCF_013307185.1-RS_2025_04_08	Complete Genome	2020-06-09		1	Streptococcus thermophilus
GCF_000698885.1	ASM69888v1	2025-04-08	Streptococcus thermophilus ASCC 1275		ASCC 1275					GCF_000698885.1-RS_2025_04_08	Complete Genome	2014-06-06		1	Streptococcus thermophilus
GCF_013307265.1	ASM1330726v1	2025-04-07	Streptococcus thermophilus		CS9					GCF_013307265.1-RS_2025_04_07	Complete Genome	2020-06-09		1	Streptococcus thermophilus
GCF_002843115.1	ASM284311v1	2025-04-07	Streptococcus thermophilus		DGCC 7710					GCF_002843115.1-RS_2025_04_07	Complete Genome	2017-12-14		1	Streptococcus thermophilus
GCF_023278025.1	ASM2327802v1	2025-04-07	Streptococcus thermophilus		VHProbi R08					GCF_023278025.1-RS_2025_04_07	Complete Genome	2022-05-09		1	Streptococcus thermophilus
GCF_036923315.1	ASM3692331v1	2025-04-05	Streptococcus thermophilus		TCI633					GCF_036923315.1-RS_2025_04_05	Complete Genome	2024-04-05		1	Streptococcus thermophilus
GCF_018219175.1	ASM1821917v1	2025-04-04	Streptococcus thermophilus		DMST-H2					GCF_018219175.1-RS_2025_04_04	Complete Genome	2021-04-30		1	Streptococcus thermophilus
GCF_009856565.1	ASM985656v1	2025-04-03	Streptococcus thermophilus		EU01					GCF_009856565.1-RS_2025_04_03	Complete Genome	2020-01-11		1	Streptococcus thermophilus
GCF_024334065.1	ASM2433406v1	2025-04-01	Streptococcus thermophilus		CH8					GCF_024334065.1-RS_2025_04_01	Complete Genome	2022-07-20		1	Streptococcus thermophilus
GCF_020844005.1	ASM2084400v1	2025-03-30	Streptococcus thermophilus		4078					GCF_020844005.1-RS_2025_03_30	Complete Genome	2021-11-12		1	Streptococcus thermophilus
GCF_000182875.1	ASM18287v1	2025-03-30	Streptococcus thermophilus ND03		ND03					GCF_000182875.1-RS_2025_03_30	Complete Genome	2010-11-19		1	Streptococcus thermophilus
GCF_025739165.1	ASM2573916v1	2025-03-29	Streptococcus thermophilus		UCCSt95					GCF_025739165.1-RS_2025_03_29	Complete Genome	2022-10-18		1	Streptococcus thermophilus
GCF_039880305.1	ASM3988030v1	2025-05-29	Taylorella equigenitalis		CAPM 6629					GCF_039880305.1-RS_2025_05_29	Complete Genome	2024-05-30		1	Taylorella equigenitalis
GCF_029948185.1	ASM2994818v1	2025-05-03	Taylorella equigenitalis		BA-3917-2017					GCF_029948185.1-RS_2025_05_03	Complete Genome	2023-05-04		1	Taylorella equigenitalis
GCF_029909555.1	ASM2990955v1	2025-04-30	Taylorella equigenitalis		BA-4062-1-2022					GCF_029909555.1-RS_2025_04_30	Complete Genome	2023-05-01		1	Taylorella equigenitalis
GCF_029909535.1	ASM2990953v1	2025-04-30	Taylorella equigenitalis		PA-1519-2022					GCF_029909535.1-RS_2025_04_30	Complete Genome	2023-05-01		1	Taylorella equigenitalis
GCF_029909695.1	ASM2990969v1	2025-04-30	Taylorella equigenitalis		BA-1634-2018					GCF_029909695.1-RS_2025_04_30	Complete Genome	2023-05-01		1	Taylorella equigenitalis
GCF_029909635.1	ASM2990963v1	2025-04-30	Taylorella equigenitalis		BA-4210-1A-2017					GCF_029909635.1-RS_2025_04_30	Complete Genome	2023-05-01		1	Taylorella equigenitalis
GCF_029909615.1	ASM2990961v1	2025-04-30	Taylorella equigenitalis		BA-6230-2017					GCF_029909615.1-RS_2025_04_30	Complete Genome	2023-05-01		1	Taylorella equigenitalis
GCF_029909675.1	ASM2990967v1	2025-04-30	Taylorella equigenitalis		BA-3139-11A-2017					GCF_029909675.1-RS_2025_04_30	Complete Genome	2023-05-01		1	Taylorella equigenitalis
GCF_029909655.1	ASM2990965v1	2025-04-30	Taylorella equigenitalis		BA-6374-2019					GCF_029909655.1-RS_2025_04_30	Complete Genome	2023-05-01		1	Taylorella equigenitalis
GCF_029909595.1	ASM2990959v1	2025-04-30	Taylorella equigenitalis		BA-2585-3-2018					GCF_029909595.1-RS_2025_04_30	Complete Genome	2023-05-01		1	Taylorella equigenitalis
GCF_029909575.1	ASM2990957v1	2025-04-30	Taylorella equigenitalis		BA-4062-2-2022					GCF_029909575.1-RS_2025_04_30	Complete Genome	2023-05-01		1	Taylorella equigenitalis
GCF_028868745.1	ASM2886874v1	2025-04-03	Taylorella equigenitalis		KJTE					GCF_028868745.1-RS_2025_04_03	Complete Genome	2023-02-27		1	Taylorella equigenitalis
GCF_029580915.1	ASM2958091v1	2025-04-03	Taylorella equigenitalis		BA-1150-3A-2018					GCF_029580915.1-RS_2025_04_03	Complete Genome	2023-04-04		1	Taylorella equigenitalis
GCF_029580935.1	ASM2958093v1	2025-04-03	Taylorella equigenitalis		BA-1150-4A-2018					GCF_029580935.1-RS_2025_04_03	Complete Genome	2023-04-04		1	Taylorella equigenitalis
GCF_029580735.1	ASM2958073v1	2025-04-03	Taylorella equigenitalis		CAPM-6344					GCF_029580735.1-RS_2025_04_03	Complete Genome	2023-04-04		1	Taylorella equigenitalis
GCF_029580955.1	ASM2958095v1	2025-04-03	Taylorella equigenitalis		BA-219-8A-2018					GCF_029580955.1-RS_2025_04_03	Complete Genome	2023-04-04		1	Taylorella equigenitalis
GCF_029581015.1	ASM2958101v1	2025-04-03	Taylorella equigenitalis		BA-146-6-2018					GCF_029581015.1-RS_2025_04_03	Complete Genome	2023-04-04		1	Taylorella equigenitalis
GCF_029581035.1	ASM2958103v1	2025-04-03	Taylorella equigenitalis		BA-3123-2019					GCF_029581035.1-RS_2025_04_03	Complete Genome	2023-04-04		1	Taylorella equigenitalis
GCF_029580995.1	ASM2958099v1	2025-04-03	Taylorella equigenitalis		BA-4714-2019					GCF_029580995.1-RS_2025_04_03	Complete Genome	2023-04-04		1	Taylorella equigenitalis
GCF_029580755.1	ASM2958075v1	2025-04-03	Taylorella equigenitalis		CAPM-6345					GCF_029580755.1-RS_2025_04_03	Complete Genome	2023-04-04		1	Taylorella equigenitalis
GCF_029580715.1	ASM2958071v1	2025-04-03	Taylorella equigenitalis		BA-2524-2022					GCF_029580715.1-RS_2025_04_03	Complete Genome	2023-04-04		1	Taylorella equigenitalis
GCF_029581075.1	ASM2958107v1	2025-04-03	Taylorella equigenitalis		BA-2585-2-2018					GCF_029581075.1-RS_2025_04_03	Complete Genome	2023-04-04		1	Taylorella equigenitalis
GCF_029581055.1	ASM2958105v1	2025-04-03	Taylorella equigenitalis		BA-1688-2018					GCF_029581055.1-RS_2025_04_03	Complete Genome	2023-04-04		1	Taylorella equigenitalis
GCF_029580975.1	ASM2958097v1	2025-04-03	Taylorella equigenitalis		BA-2836-2-2019					GCF_029580975.1-RS_2025_04_03	Complete Genome	2023-04-04		1	Taylorella equigenitalis
GCF_002288025.1	ASM228802v1	2025-04-03	Taylorella equigenitalis		92-0972					GCF_002288025.1-RS_2025_04_03	Complete Genome	2017-09-08		1	Taylorella equigenitalis
GCF_028868155.1	ASM2886815v1	2025-04-03	Taylorella equigenitalis		81-1173B					GCF_028868155.1-RS_2025_04_03	Complete Genome	2023-02-27		1	Taylorella equigenitalis
GCF_002288205.1	ASM228820v1	2025-04-03	Taylorella equigenitalis		09-0932					GCF_002288205.1-RS_2025_04_03	Complete Genome	2017-09-08		1	Taylorella equigenitalis
GCF_029025605.1	ASM2902560v1	2025-04-02	Taylorella equigenitalis		BA-4210-1A-2017					GCF_029025605.1-RS_2025_04_02	Complete Genome	2023-03-08		1	Taylorella equigenitalis
GCF_028868465.1	ASM2886846v1	2025-04-01	Taylorella equigenitalis		10-281					GCF_028868465.1-RS_2025_04_01	Complete Genome	2023-02-27		1	Taylorella equigenitalis
GCF_002288245.1	ASM228824v1	2025-04-01	Taylorella equigenitalis		98-0554					GCF_002288245.1-RS_2025_04_01	Complete Genome	2017-09-08		1	Taylorella equigenitalis
GCF_029025425.1	ASM2902542v1	2025-04-01	Taylorella equigenitalis		BA-6153-5-2018					GCF_029025425.1-RS_2025_04_01	Complete Genome	2023-03-08		1	Taylorella equigenitalis
GCF_002288125.1	ASM228812v1	2025-04-01	Taylorella equigenitalis		89-0490					GCF_002288125.1-RS_2025_04_01	Complete Genome	2017-09-08		1	Taylorella equigenitalis
GCF_002288155.1	ASM228815v1	2025-03-31	Taylorella equigenitalis		79-1587					GCF_002288155.1-RS_2025_03_31	Complete Genome	2017-09-08		1	Taylorella equigenitalis
GCF_028868015.1	ASM2886801v1	2025-03-31	Taylorella equigenitalis		85-30279					GCF_028868015.1-RS_2025_03_31	Complete Genome	2023-02-27		1	Taylorella equigenitalis
GCF_028868595.1	ASM2886859v1	2025-03-31	Taylorella equigenitalis		07-224					GCF_028868595.1-RS_2025_03_31	Complete Genome	2023-02-27		1	Taylorella equigenitalis
GCF_028868275.1	ASM2886827v1	2025-03-30	Taylorella equigenitalis		14-137					GCF_028868275.1-RS_2025_03_30	Complete Genome	2023-02-27		1	Taylorella equigenitalis
GCF_028868935.1	ASM2886893v1	2025-03-28	Taylorella equigenitalis		MCE9					GCF_028868935.1-RS_2025_03_28	Complete Genome	2023-02-27		1	Taylorella equigenitalis
GCF_029580695.2	ASM2958069v2	2025-01-08	Taylorella equigenitalis		BA-1856-2-2017					GCF_029580695.2-RS_2025_01_08	Complete Genome	2023-10-03		1	Taylorella equigenitalis
GCF_900637125.1	48853_G02	2024-12-23	Taylorella equigenitalis ATCC 35865		NCTC 11184					GCF_900637125.1-RS_2024_12_23	Complete Genome	2018-12-20		1	Taylorella equigenitalis
GCF_000276685.1	ASM27668v1	2024-12-23	Taylorella equigenitalis ATCC 35865		ATCC 35865					GCF_000276685.1-RS_2024_12_23	Complete Genome	2012-07-09		1	Taylorella equigenitalis
GCF_045348535.1	ASM4534853v1	2024-11-27	Taylorella equigenitalis		CCM 6190T					GCF_045348535.1-RS_2024_11_27	Complete Genome	2024-11-27		1	Taylorella equigenitalis
GCF_045348475.1	ASM4534847v1	2024-11-27	Taylorella equigenitalis		CAPM 6345					GCF_045348475.1-RS_2024_11_27	Complete Genome	2024-11-27		1	Taylorella equigenitalis
GCF_045348455.1	ASM4534845v1	2024-11-27	Taylorella equigenitalis		CAPM 6344					GCF_045348455.1-RS_2024_11_27	Complete Genome	2024-11-27		1	Taylorella equigenitalis
GCF_045348525.1	ASM4534852v1	2024-11-27	Taylorella equigenitalis		CAPM 6606					GCF_045348525.1-RS_2024_11_27	Complete Genome	2024-11-27		1	Taylorella equigenitalis
GCF_045348485.1	ASM4534848v1	2024-11-27	Taylorella equigenitalis		KLA3					GCF_045348485.1-RS_2024_11_27	Complete Genome	2024-11-27		1	Taylorella equigenitalis
GCF_045348495.1	ASM4534849v1	2024-11-27	Taylorella equigenitalis		KLA5					GCF_045348495.1-RS_2024_11_27	Complete Genome	2024-11-27		1	Taylorella equigenitalis
GCF_045348505.1	ASM4534850v1	2024-11-27	Taylorella equigenitalis		KLA6					GCF_045348505.1-RS_2024_11_27	Complete Genome	2024-11-27		1	Taylorella equigenitalis
GCF_045348515.1	ASM4534851v1	2024-11-27	Taylorella equigenitalis		KLA7					GCF_045348515.1-RS_2024_11_27	Complete Genome	2024-11-27		1	Taylorella equigenitalis
GCF_032463665.1	ASM3246366v1	2024-10-12	Taylorella equigenitalis		BA-750-2017					GCF_032463665.1-RS_2024_10_12	Complete Genome	2023-10-08		1	Taylorella equigenitalis
GCF_039780895.1	ASM3978089v1	2024-05-23	Taylorella equigenitalis		KLA4					GCF_039780895.1-RS_2024_05_23	Complete Genome	2024-05-24		1	Taylorella equigenitalis
GCF_051126205.1	ASM5112620v1	2025-06-28	Trueperella pyogenes		PDS2335050_s2_lung_calf					GCF_051126205.1-RS_2025_06_28	Complete Genome	2025-06-29		1	Trueperella pyogenes
GCF_051131225.1	ASM5113122v1	2025-06-28	Trueperella pyogenes		33/B					GCF_051131225.1-RS_2025_06_28	Complete Genome	2025-06-29		1	Trueperella pyogenes
GCF_030078095.1	ASM3007809v1	2025-05-25	Trueperella pyogenes		09KM1269					GCF_030078095.1-RS_2025_05_25	Complete Genome	2023-05-25		1	Trueperella pyogenes
GCF_030078145.1	ASM3007814v1	2025-05-25	Trueperella pyogenes		13OD0707					GCF_030078145.1-RS_2025_05_25	Complete Genome	2023-05-25		1	Trueperella pyogenes
GCF_030078115.1	ASM3007811v1	2025-05-25	Trueperella pyogenes		13KM1326					GCF_030078115.1-RS_2025_05_25	Complete Genome	2023-05-25		1	Trueperella pyogenes
GCF_038368375.1	ASM3836837v1	2025-04-18	Trueperella pyogenes		13OD0568					GCF_038368375.1-RS_2025_04_18	Complete Genome	2024-04-20		1	Trueperella pyogenes
GCF_038368335.1	ASM3836833v1	2025-04-18	Trueperella pyogenes		12OD1040					GCF_038368335.1-RS_2025_04_18	Complete Genome	2024-04-20		1	Trueperella pyogenes
GCF_038368325.1	ASM3836832v1	2025-04-18	Trueperella pyogenes		12KM1302					GCF_038368325.1-RS_2025_04_18	Complete Genome	2024-04-20		1	Trueperella pyogenes
GCF_038368265.1	ASM3836826v1	2025-04-18	Trueperella pyogenes		06KM1385					GCF_038368265.1-RS_2025_04_18	Complete Genome	2024-04-20		1	Trueperella pyogenes
GCF_038368345.1	ASM3836834v1	2025-04-18	Trueperella pyogenes		13KM0798					GCF_038368345.1-RS_2025_04_18	Complete Genome	2024-04-20		1	Trueperella pyogenes
GCF_038368285.1	ASM3836828v1	2025-04-17	Trueperella pyogenes		12KM0873					GCF_038368285.1-RS_2025_04_17	Complete Genome	2024-04-18		1	Trueperella pyogenes
GCF_038368275.1	ASM3836827v1	2025-04-17	Trueperella pyogenes		12KM0374					GCF_038368275.1-RS_2025_04_17	Complete Genome	2024-04-18		1	Trueperella pyogenes
GCF_038368305.1	ASM3836830v1	2025-04-17	Trueperella pyogenes		12KM1080					GCF_038368305.1-RS_2025_04_17	Complete Genome	2024-04-18		1	Trueperella pyogenes
GCF_003971545.1	ASM397154v1	2025-04-08	Trueperella pyogenes		TP4					GCF_003971545.1-RS_2025_04_08	Complete Genome	2018-12-27		1	Trueperella pyogenes
GCF_003971445.1	ASM397144v1	2025-04-08	Trueperella pyogenes		TP1					GCF_003971445.1-RS_2025_04_08	Complete Genome	2018-12-27		1	Trueperella pyogenes
GCF_003971485.1	ASM397148v1	2025-04-03	Trueperella pyogenes		TP3					GCF_003971485.1-RS_2025_04_03	Complete Genome	2018-12-27		1	Trueperella pyogenes
GCF_003971465.1	ASM397146v1	2025-04-01	Trueperella pyogenes		TP2					GCF_003971465.1-RS_2025_04_01	Complete Genome	2018-12-27		1	Trueperella pyogenes
GCF_000816065.1	ASM81606v1	2025-01-31	Trueperella pyogenes TP8		TP8					GCF_000816065.1-RS_2025_01_31	Complete Genome	2015-01-07		1	Trueperella pyogenes
GCF_003076315.1	ASM307631v1	2025-01-16	Trueperella pyogenes		TP-2849					GCF_003076315.1-RS_2025_01_16	Complete Genome	2018-05-01		1	Trueperella pyogenes
GCF_003076295.1	ASM307629v1	2025-01-16	Trueperella pyogenes		TP4479					GCF_003076295.1-RS_2025_01_16	Complete Genome	2018-05-01		1	Trueperella pyogenes
GCF_003055835.1	ASM305583v1	2025-01-16	Trueperella pyogenes		Arash114					GCF_003055835.1-RS_2025_01_16	Complete Genome	2018-04-18		1	Trueperella pyogenes
GCF_001281085.1	ASM128108v1	2024-12-22	Trueperella pyogenes		2012CQ-ZSH					GCF_001281085.1-RS_2024_12_22	Complete Genome	2015-09-11		1	Trueperella pyogenes
GCF_000612055.1	ASM61205v1	2024-12-09	Trueperella pyogenes		TP6375					GCF_000612055.1-RS_2024_12_09	Complete Genome	2014-04-02		1	Trueperella pyogenes
GCF_045277295.1	ASM4527729v1	2024-11-26	Trueperella pyogenes		13OD0877					GCF_045277295.1-RS_2024_11_26	Complete Genome	2024-11-26		1	Trueperella pyogenes
GCF_045277305.1	ASM4527730v1	2024-11-26	Trueperella pyogenes		14A0017					GCF_045277305.1-RS_2024_11_26	Complete Genome	2024-11-26		1	Trueperella pyogenes
GCF_045277365.1	ASM4527736v1	2024-11-26	Trueperella pyogenes		15KM1340					GCF_045277365.1-RS_2024_11_26	Complete Genome	2024-11-26		1	Trueperella pyogenes
GCF_045277315.1	ASM4527731v1	2024-11-26	Trueperella pyogenes		14OD0016					GCF_045277315.1-RS_2024_11_26	Complete Genome	2024-11-26		1	Trueperella pyogenes
GCF_045277485.1	ASM4527748v1	2024-11-26	Trueperella pyogenes		350455					GCF_045277485.1-RS_2024_11_26	Complete Genome	2024-11-26		1	Trueperella pyogenes
GCF_045277475.1	ASM4527747v1	2024-11-26	Trueperella pyogenes		180663					GCF_045277475.1-RS_2024_11_26	Complete Genome	2024-11-26		1	Trueperella pyogenes
GCF_045277525.1	ASM4527752v1	2024-11-26	Trueperella pyogenes		550268					GCF_045277525.1-RS_2024_11_26	Complete Genome	2024-11-26		1	Trueperella pyogenes
GCF_045277515.1	ASM4527751v1	2024-11-26	Trueperella pyogenes		550267					GCF_045277515.1-RS_2024_11_26	Complete Genome	2024-11-26		1	Trueperella pyogenes
GCF_045277395.1	ASM4527739v1	2024-11-26	Trueperella pyogenes		17M2811					GCF_045277395.1-RS_2024_11_26	Complete Genome	2024-11-26		1	Trueperella pyogenes
GCF_045277385.1	ASM4527738v1	2024-11-26	Trueperella pyogenes		17M0650					GCF_045277385.1-RS_2024_11_26	Complete Genome	2024-11-26		1	Trueperella pyogenes
GCF_045277505.1	ASM4527750v1	2024-11-26	Trueperella pyogenes		540325					GCF_045277505.1-RS_2024_11_26	Complete Genome	2024-11-26		1	Trueperella pyogenes
GCF_045277405.1	ASM4527740v1	2024-11-26	Trueperella pyogenes		18KM0134					GCF_045277405.1-RS_2024_11_26	Complete Genome	2024-11-26		1	Trueperella pyogenes
GCF_045277465.1	ASM4527746v1	2024-11-26	Trueperella pyogenes		22OD0540					GCF_045277465.1-RS_2024_11_26	Complete Genome	2024-11-26		1	Trueperella pyogenes
GCF_045277535.1	ASM4527753v1	2024-11-26	Trueperella pyogenes		620740					GCF_045277535.1-RS_2024_11_26	Complete Genome	2024-11-26		1	Trueperella pyogenes
GCF_045277495.1	ASM4527749v1	2024-11-26	Trueperella pyogenes		490179					GCF_045277495.1-RS_2024_11_26	Complete Genome	2024-11-26		1	Trueperella pyogenes
GCF_045277335.1	ASM4527733v1	2024-11-26	Trueperella pyogenes		14Ue0077					GCF_045277335.1-RS_2024_11_26	Complete Genome	2024-11-26		1	Trueperella pyogenes
GCF_045277285.1	ASM4527728v1	2024-11-26	Trueperella pyogenes		13OD0592					GCF_045277285.1-RS_2024_11_26	Complete Genome	2024-11-26		1	Trueperella pyogenes
GCF_045277445.1	ASM4527744v1	2024-11-26	Trueperella pyogenes		19KM2440					GCF_045277445.1-RS_2024_11_26	Complete Genome	2024-11-26		1	Trueperella pyogenes
GCF_045277545.1	ASM4527754v1	2024-11-26	Trueperella pyogenes		761205					GCF_045277545.1-RS_2024_11_26	Complete Genome	2024-11-26		1	Trueperella pyogenes
GCF_045277415.1	ASM4527741v1	2024-11-26	Trueperella pyogenes		19KM1238					GCF_045277415.1-RS_2024_11_26	Complete Genome	2024-11-26		1	Trueperella pyogenes
