Assembly Accession	Assembly Name	Annotation Release Date	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds	Species
GCF_005160925.1	ASM516092v1	2025-07-24	Streptococcus pyogenes		emm55					GCF_005160925.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005161985.1	ASM516198v1	2025-07-24	Streptococcus pyogenes		emm58					GCF_005161985.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005163865.1	ASM516386v1	2025-07-24	Streptococcus pyogenes		emm75.1					GCF_005163865.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005164705.1	ASM516470v1	2025-07-24	Streptococcus pyogenes		emm25					GCF_005164705.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005162245.1	ASM516224v1	2025-07-24	Streptococcus pyogenes		emm97.1					GCF_005162245.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005163565.1	ASM516356v1	2025-07-24	Streptococcus pyogenes		emm11					GCF_005163565.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005161465.1	ASM516146v1	2025-07-24	Streptococcus pyogenes		emm78.3					GCF_005161465.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005164305.1	ASM516430v1	2025-07-24	Streptococcus pyogenes		emm77					GCF_005164305.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005165385.1	ASM516538v1	2025-07-24	Streptococcus pyogenes		emm197					GCF_005165385.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005163085.1	ASM516308v1	2025-07-24	Streptococcus pyogenes		emm123					GCF_005163085.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_005164885.1	ASM516488v1	2025-07-24	Streptococcus pyogenes		emm90.5					GCF_005164885.1-RS_2025_07_24	Complete Genome	2019-05-06		1	Streptococcus pyogenes
GCF_004028355.1	ASM402835v1	2025-07-23	Streptococcus pyogenes		CCUG 4207					GCF_004028355.1-RS_2025_07_23	Complete Genome	2019-01-17		1	Streptococcus pyogenes
GCF_013306985.1	ASM1330698v1	2025-07-23	Streptococcus pyogenes		4063-05					GCF_013306985.1-RS_2025_07_23	Complete Genome	2020-06-09		1	Streptococcus pyogenes
GCF_002557755.1	ASM255775v1	2025-07-16	Streptococcus pyogenes		HarveyGAS					GCF_002557755.1-RS_2025_07_16	Complete Genome	2017-10-16		1	Streptococcus pyogenes
GCF_003812645.1	ASM381264v1	2025-07-16	Streptococcus pyogenes		FDAARGOS_534					GCF_003812645.1-RS_2025_07_16	Complete Genome	2018-11-21		1	Streptococcus pyogenes
GCF_000993765.1	ASM99376v1	2025-07-15	Streptococcus pyogenes		AP1					GCF_000993765.1-RS_2025_07_15	Complete Genome	2015-05-07		1	Streptococcus pyogenes
GCF_001021955.1	ASM102195v1	2025-07-15	Streptococcus pyogenes		5448					GCF_001021955.1-RS_2025_07_15	Complete Genome	2015-06-08		1	Streptococcus pyogenes
GCF_030995125.1	ASM3099512v1	2025-08-30	Vibrio alginolyticus		Isc15A					GCF_030995125.1-RS_2025_08_30	Complete Genome	2023-08-30		3	Vibrio alginolyticus
GCF_002119565.1	ASM211956v1	2025-08-25	Vibrio alginolyticus		K06K5					GCF_002119565.1-RS_2025_08_25	Complete Genome	2017-05-09		4	Vibrio alginolyticus
GCF_051859665.1	ASM5185966v1	2025-08-07	Vibrio alginolyticus		ND-01					GCF_051859665.1-RS_2025_08_07	Complete Genome	2025-08-08		2	Vibrio alginolyticus
GCF_013368735.1	ASM1336873v1	2025-07-30	Vibrio alginolyticus		GS_MYPK1					GCF_013368735.1-RS_2025_07_30	Complete Genome	2020-06-23		5	Vibrio alginolyticus
GCF_050507685.1	ASM5050768v1	2025-05-22	Vibrio alginolyticus		CG-1					GCF_050507685.1-RS_2025_05_22	Complete Genome	2025-05-22		2	Vibrio alginolyticus
GCF_023169625.1	ASM2316962v1	2025-05-14	Vibrio alginolyticus		HLBS-07					GCF_023169625.1-RS_2025_05_14	Complete Genome	2022-03-18		2	Vibrio alginolyticus
GCF_023206775.1	ASM2320677v1	2025-05-14	Vibrio alginolyticus		HY9901					GCF_023206775.1-RS_2025_05_14	Complete Genome	2022-05-02		2	Vibrio alginolyticus
GCF_023169605.1	ASM2316960v1	2025-05-14	Vibrio alginolyticus		YZOS-03					GCF_023169605.1-RS_2025_05_14	Complete Genome	2022-03-18		2	Vibrio alginolyticus
GCF_038297345.1	ASM3829734v1	2025-04-17	Vibrio alginolyticus		I1B					GCF_038297345.1-RS_2025_04_17	Complete Genome	2024-04-17		2	Vibrio alginolyticus
GCF_009763085.1	ASM976308v1	2025-04-07	Vibrio alginolyticus		2014V-1011					GCF_009763085.1-RS_2025_04_07	Complete Genome	2019-12-18		4	Vibrio alginolyticus
GCF_029023705.1	ASM2902370v1	2025-04-06	Vibrio alginolyticus		V208					GCF_029023705.1-RS_2025_04_06	Complete Genome	2023-03-08		2	Vibrio alginolyticus
GCF_009763845.1	ASM976384v1	2025-04-05	Vibrio alginolyticus		2010V-1102					GCF_009763845.1-RS_2025_04_05	Complete Genome	2019-12-18		3	Vibrio alginolyticus
GCF_022343205.1	ASM2234320v1	2025-04-04	Vibrio alginolyticus		XWV9					GCF_022343205.1-RS_2025_04_04	Complete Genome	2022-02-18		3	Vibrio alginolyticus
GCF_022343125.1	ASM2234312v1	2025-04-04	Vibrio alginolyticus		HYV1					GCF_022343125.1-RS_2025_04_04	Complete Genome	2022-02-18		3	Vibrio alginolyticus
GCF_022343145.1	ASM2234314v1	2025-04-04	Vibrio alginolyticus		ZZV2					GCF_022343145.1-RS_2025_04_04	Complete Genome	2022-02-18		2	Vibrio alginolyticus
GCF_009665435.1	ASM966543v1	2025-04-04	Vibrio alginolyticus		2013V-1302					GCF_009665435.1-RS_2025_04_04	Complete Genome	2019-11-18		2	Vibrio alginolyticus
GCF_022343105.1	ASM2234310v1	2025-04-04	Vibrio alginolyticus		HNV2					GCF_022343105.1-RS_2025_04_04	Complete Genome	2022-02-18		3	Vibrio alginolyticus
GCF_022343085.1	ASM2234308v1	2025-04-02	Vibrio alginolyticus		FJV2					GCF_022343085.1-RS_2025_04_02	Complete Genome	2022-02-18		4	Vibrio alginolyticus
GCF_029203225.1	ASM2920322v1	2025-04-02	Vibrio alginolyticus		2-1					GCF_029203225.1-RS_2025_04_02	Complete Genome	2023-03-14		4	Vibrio alginolyticus
GCF_022343185.1	ASM2234318v1	2025-03-31	Vibrio alginolyticus		SXV3					GCF_022343185.1-RS_2025_03_31	Complete Genome	2022-02-18		2	Vibrio alginolyticus
GCF_022343165.1	ASM2234316v1	2025-03-31	Vibrio alginolyticus		ZLV3					GCF_022343165.1-RS_2025_03_31	Complete Genome	2022-02-18		2	Vibrio alginolyticus
GCF_023650915.1	ASM2365091v1	2025-03-29	Vibrio alginolyticus		E110					GCF_023650915.1-RS_2025_03_29	Complete Genome	2022-06-06		3	Vibrio alginolyticus
GCF_028743695.1	ASM2874369v1	2025-03-26	Vibrio alginolyticus		20220413_2					GCF_028743695.1-RS_2025_03_26	Complete Genome	2023-02-20		2	Vibrio alginolyticus
GCF_048844225.1	V2025	2025-03-25	Vibrio alginolyticus		HoVa25					GCF_048844225.1-RS_2025_03_25	Complete Genome	2025-03-26		3	Vibrio alginolyticus
GCF_003613065.1	ASM361306v1	2025-03-07	Vibrio alginolyticus		K05K4					GCF_003613065.1-RS_2025_03_07	Complete Genome	2017-05-09		3	Vibrio alginolyticus
GCF_003613035.1	ASM361303v1	2025-03-07	Vibrio alginolyticus		K04M1					GCF_003613035.1-RS_2025_03_07	Complete Genome	2017-05-09		4	Vibrio alginolyticus
GCF_001679745.1	ASM167974v1	2025-03-05	Vibrio alginolyticus		ZJ-T					GCF_001679745.1-RS_2025_03_05	Complete Genome	2016-07-05		2	Vibrio alginolyticus
GCF_002119585.1	ASM211958v1	2025-03-05	Vibrio alginolyticus		K10K4					GCF_002119585.1-RS_2025_03_05	Complete Genome	2017-05-09		2	Vibrio alginolyticus
GCF_002149105.1	ASM214910v1	2025-03-05	Vibrio alginolyticus					K04M3		GCF_002149105.1-RS_2025_03_05	Complete Genome	2017-05-09		3	Vibrio alginolyticus
GCF_002119545.1	ASM211954v1	2025-03-05	Vibrio alginolyticus		K04M5					GCF_002119545.1-RS_2025_03_05	Complete Genome	2017-05-09		3	Vibrio alginolyticus
GCF_002119505.2	ASM211950v2	2025-03-05	Vibrio alginolyticus		K01M1					GCF_002119505.2-RS_2025_03_05	Complete Genome	2018-04-02		3	Vibrio alginolyticus
GCF_002149085.1	ASM214908v1	2025-03-05	Vibrio alginolyticus		K08M3					GCF_002149085.1-RS_2025_03_05	Complete Genome	2017-05-09		3	Vibrio alginolyticus
GCF_002149065.1	ASM214906v1	2025-03-05	Vibrio alginolyticus		K09K1					GCF_002149065.1-RS_2025_03_05	Complete Genome	2017-05-09		2	Vibrio alginolyticus
GCF_001469735.1	ASM146973v1	2025-03-03	Vibrio alginolyticus		ATCC 33787					GCF_001469735.1-RS_2025_03_03	Complete Genome	2015-12-09		5	Vibrio alginolyticus
GCF_011801435.1	ASM1180143v1	2025-02-18	Vibrio alginolyticus		FA2					GCF_011801435.1-RS_2025_02_18	Complete Genome	2020-03-31		2	Vibrio alginolyticus
GCF_047497145.1	ASM4749714v1	2025-02-07	Vibrio alginolyticus		ZJ-0					GCF_047497145.1-RS_2025_02_07	Complete Genome	2025-02-07		2	Vibrio alginolyticus
GCF_026639315.1	ASM2663931v1	2025-01-19	Vibrio alginolyticus		AUSMDU00064140					GCF_026639315.1-RS_2025_01_19	Complete Genome	2022-12-05		3	Vibrio alginolyticus
GCF_026651645.1	ASM2665164v1	2025-01-19	Vibrio alginolyticus		SNU_SP1					GCF_026651645.1-RS_2025_01_19	Complete Genome	2022-12-05		2	Vibrio alginolyticus
GCF_046532695.1	ASM4653269v1	2025-01-09	Vibrio alginolyticus		TBV025					GCF_046532695.1-RS_2025_01_09	Complete Genome	2025-01-10		2	Vibrio alginolyticus
GCF_034480175.1	ASM3448017v1	2024-12-20	Vibrio alginolyticus		I25B					GCF_034480175.1-RS_2024_12_20	Complete Genome	2023-12-19		2	Vibrio alginolyticus
GCF_000354175.2	ASM35417v2	2024-12-10	Vibrio alginolyticus NBRC 15630 = ATCC 17749		ATCC 17749					GCF_000354175.2-RS_2024_12_10	Complete Genome	2013-09-10		2	Vibrio alginolyticus
GCF_009763745.1	ASM976374v1	2024-11-30	Vibrio alginolyticus		2439-01					GCF_009763745.1-RS_2024_11_30	Complete Genome	2019-12-18		3	Vibrio alginolyticus
GCF_002953535.1	ASM295353v1	2024-11-19	Vibrio alginolyticus		FDAARGOS_110					GCF_002953535.1-RS_2024_11_19	Complete Genome	2018-02-20		2	Vibrio alginolyticus
GCF_002953515.1	ASM295351v1	2024-11-19	Vibrio alginolyticus		FDAARGOS_108					GCF_002953515.1-RS_2024_11_19	Complete Genome	2018-02-20		3	Vibrio alginolyticus
GCF_002953975.1	ASM295397v1	2024-11-19	Vibrio alginolyticus		FDAARGOS_114					GCF_002953975.1-RS_2024_11_19	Complete Genome	2018-02-20		2	Vibrio alginolyticus
GCF_030991385.1	ASM3099138v1	2024-10-16	Vibrio alginolyticus		Isc25B					GCF_030991385.1-RS_2024_10_16	Complete Genome	2023-08-30		3	Vibrio alginolyticus
GCF_030991365.1	ASM3099136v1	2024-10-16	Vibrio alginolyticus		Isc1B					GCF_030991365.1-RS_2024_10_16	Complete Genome	2023-08-30		2	Vibrio alginolyticus
GCF_014274185.1	ASM1427418v1	2024-10-12	Vibrio alginolyticus		Vb1833					GCF_014274185.1-RS_2024_10_12	Complete Genome	2020-08-24		2	Vibrio alginolyticus
GCF_032463505.1	ASM3246350v1	2024-10-12	Vibrio alginolyticus		S10					GCF_032463505.1-RS_2024_10_12	Complete Genome	2023-10-08		3	Vibrio alginolyticus
GCF_041950465.1	V_alginolyticus_BR53	2024-09-19	Vibrio alginolyticus		BR53					GCF_041950465.1-RS_2024_09_19	Complete Genome	2024-09-19		5	Vibrio alginolyticus
GCF_052271875.1	ASM5227187v1	2025-08-28	Vibrio cholerae		classical 0395					GCF_052271875.1-RS_2025_08_28	Complete Genome	2025-08-30		2	Vibrio cholerae
GCF_051903285.1	ASM5190328v1	2025-08-08	Vibrio cholerae		classical A103					GCF_051903285.1-RS_2025_08_08	Complete Genome	2025-08-09		2	Vibrio cholerae
GCF_051903295.1	ASM5190329v1	2025-08-08	Vibrio cholerae		classical 569B					GCF_051903295.1-RS_2025_08_08	Complete Genome	2025-08-09		2	Vibrio cholerae
GCF_003591575.1	ASM359157v1	2025-07-19	Vibrio cholerae		FORC_073					GCF_003591575.1-RS_2025_07_19	Complete Genome	2018-09-24		2	Vibrio cholerae
GCF_013085145.1	ASM1308514v1	2025-07-06	Vibrio cholerae O1 biovar El Tor		DRC-193A					GCF_013085145.1-RS_2025_07_06	Complete Genome	2020-05-13		2	Vibrio cholerae
GCF_013085105.1	ASM1308510v1	2025-07-06	Vibrio cholerae O1 biovar El Tor		C6709					GCF_013085105.1-RS_2025_07_06	Complete Genome	2020-05-13		2	Vibrio cholerae
GCF_013085075.1	ASM1308507v1	2025-07-06	Vibrio cholerae C6706		C6706					GCF_013085075.1-RS_2025_07_06	Complete Genome	2020-05-13		2	Vibrio cholerae
GCF_013085165.1	ASM1308516v1	2025-07-06	Vibrio cholerae O1 biovar El Tor		E7946					GCF_013085165.1-RS_2025_07_06	Complete Genome	2020-05-13		2	Vibrio cholerae
GCF_009938115.1	ASM993811v1	2025-06-30	Vibrio cholerae O1		AAS91					GCF_009938115.1-RS_2025_06_30	Complete Genome	2020-01-28		2	Vibrio cholerae
GCF_040412195.1	ASM4041219v1	2025-06-29	Vibrio cholerae		Sudan_2019_18					GCF_040412195.1-RS_2025_06_29	Complete Genome	2024-06-30		2	Vibrio cholerae
GCF_047524955.2	ASM4752495v2	2025-06-28	Vibrio cholerae		MLK181					GCF_047524955.2-RS_2025_06_28	Complete Genome	2025-06-29		3	Vibrio cholerae
GCF_051046905.1	ASM5104690v1	2025-06-25	Vibrio cholerae		19MO03SH03-1					GCF_051046905.1-RS_2025_06_25	Complete Genome	2025-06-26		2	Vibrio cholerae
GCF_009763045.1	ASM976304v1	2025-05-26	Vibrio cholerae		3541-04					GCF_009763045.1-RS_2025_05_26	Complete Genome	2019-12-18		2	Vibrio cholerae
GCF_030062725.1	ASM3006272v1	2025-05-22	Vibrio cholerae		MS84A					GCF_030062725.1-RS_2025_05_22	Complete Genome	2023-05-22		2	Vibrio cholerae
GCF_018336415.1	ASM1833641v1	2025-05-22	Vibrio cholerae O37		ATCC 25872					GCF_018336415.1-RS_2025_05_22	Complete Genome	2021-05-11		2	Vibrio cholerae
GCF_050500225.1	ASM5050022v1	2025-05-21	Vibrio cholerae		GD25VC001					GCF_050500225.1-RS_2025_05_21	Complete Genome	2025-05-22		2	Vibrio cholerae
GCF_023169825.1	ASM2316982v1	2025-05-14	Vibrio cholerae		V130003					GCF_023169825.1-RS_2025_05_14	Complete Genome	2022-04-02		2	Vibrio cholerae
GCF_017948345.1	ASM1794834v1	2025-05-14	Vibrio cholerae MO10		MO10					GCF_017948345.1-RS_2025_05_14	Complete Genome	2021-04-14		2	Vibrio cholerae
GCF_039602145.1	ASM3960214v1	2025-05-10	Vibrio cholerae		LK-18					GCF_039602145.1-RS_2025_05_10	Complete Genome	2024-05-11		2	Vibrio cholerae
GCF_013357605.1	ASM1335760v1	2025-04-27	Vibrio cholerae		W10G					GCF_013357605.1-RS_2025_04_27	Complete Genome	2020-06-17		2	Vibrio cholerae
GCF_013357885.1	ASM1335788v1	2025-04-27	Vibrio cholerae		SA3G					GCF_013357885.1-RS_2025_04_27	Complete Genome	2020-06-17		2	Vibrio cholerae
GCF_013357865.1	ASM1335786v1	2025-04-27	Vibrio cholerae		SA10G					GCF_013357865.1-RS_2025_04_27	Complete Genome	2020-06-17		2	Vibrio cholerae
GCF_013357845.1	ASM1335784v1	2025-04-27	Vibrio cholerae		SA7G					GCF_013357845.1-RS_2025_04_27	Complete Genome	2020-06-17		4	Vibrio cholerae
GCF_013357825.1	ASM1335782v1	2025-04-27	Vibrio cholerae		E7G					GCF_013357825.1-RS_2025_04_27	Complete Genome	2020-06-17		3	Vibrio cholerae
GCF_013357805.1	ASM1335780v1	2025-04-27	Vibrio cholerae		W7G					GCF_013357805.1-RS_2025_04_27	Complete Genome	2020-06-17		3	Vibrio cholerae
GCF_013357785.1	ASM1335778v1	2025-04-27	Vibrio cholerae		W6G					GCF_013357785.1-RS_2025_04_27	Complete Genome	2020-06-17		3	Vibrio cholerae
GCF_003063885.1	ASM306388v1	2025-04-27	Vibrio cholerae		Sa5Y					GCF_003063885.1-RS_2025_04_27	Complete Genome	2018-04-23		2	Vibrio cholerae
GCF_013357625.1	ASM1335762v1	2025-04-27	Vibrio cholerae		SL4G					GCF_013357625.1-RS_2025_04_27	Complete Genome	2020-06-17		2	Vibrio cholerae
GCF_013357745.1	ASM1335774v1	2025-04-27	Vibrio cholerae		SP6G					GCF_013357745.1-RS_2025_04_27	Complete Genome	2020-06-17		2	Vibrio cholerae
GCF_013357645.1	ASM1335764v1	2025-04-27	Vibrio cholerae		SL5Y					GCF_013357645.1-RS_2025_04_27	Complete Genome	2020-06-17		2	Vibrio cholerae
GCF_013357665.1	ASM1335766v1	2025-04-27	Vibrio cholerae		SO5Y					GCF_013357665.1-RS_2025_04_27	Complete Genome	2020-06-17		2	Vibrio cholerae
GCF_013357725.1	ASM1335772v1	2025-04-27	Vibrio cholerae		SL6Y					GCF_013357725.1-RS_2025_04_27	Complete Genome	2020-06-17		2	Vibrio cholerae
GCF_013357765.1	ASM1335776v1	2025-04-27	Vibrio cholerae		SP7G					GCF_013357765.1-RS_2025_04_27	Complete Genome	2020-06-17		2	Vibrio cholerae
GCF_013357685.1	ASM1335768v1	2025-04-27	Vibrio cholerae		L6G					GCF_013357685.1-RS_2025_04_27	Complete Genome	2020-06-17		2	Vibrio cholerae
GCF_009763825.1	ASM976382v1	2025-04-18	Vibrio cholerae		F9993					GCF_009763825.1-RS_2025_04_18	Complete Genome	2019-12-18		2	Vibrio cholerae
GCF_003719755.1	ASM371975v1	2025-04-18	Vibrio cholerae		E4					GCF_003719755.1-RS_2025_04_18	Complete Genome	2018-11-11		3	Vibrio cholerae
GCF_009762915.1	ASM976291v1	2025-04-18	Vibrio cholerae		2015V-1126					GCF_009762915.1-RS_2025_04_18	Complete Genome	2019-12-18		2	Vibrio cholerae
GCF_000963555.1	ASM96355v1	2025-04-18	Vibrio cholerae O1 biovar El Tor		FJ147					GCF_000963555.1-RS_2025_04_18	Complete Genome	2015-03-26		2	Vibrio cholerae
GCF_004328575.1	ASM432857v1	2025-04-11	Vibrio cholerae		20000					GCF_004328575.1-RS_2025_04_11	Complete Genome	2019-03-06		2	Vibrio cholerae
GCF_000021625.1	ASM2162v1	2025-04-09	Vibrio cholerae O395		O395					GCF_000021625.1-RS_2025_04_09	Complete Genome	2009-04-20		2	Vibrio cholerae
GCF_009763665.1	ASM976366v1	2025-04-08	Vibrio cholerae		2011EL-1271					GCF_009763665.1-RS_2025_04_08	Complete Genome	2019-12-18		2	Vibrio cholerae
GCF_037101305.1	ASM3710130v1	2025-04-08	Vibrio cholerae		VN152					GCF_037101305.1-RS_2025_04_08	Complete Genome	2024-04-09		3	Vibrio cholerae
GCF_030718765.1	ASM3071876v1	2025-04-07	Vibrio cholerae		DRC072					GCF_030718765.1-RS_2025_04_07	Complete Genome	2023-08-14		2	Vibrio cholerae
GCF_009762985.1	ASM976298v1	2025-04-07	Vibrio cholerae		3569-08					GCF_009762985.1-RS_2025_04_07	Complete Genome	2019-12-18		2	Vibrio cholerae
GCF_000250855.1	ASM25085v1	2025-04-07	Vibrio cholerae IEC224		IEC224					GCF_000250855.1-RS_2025_04_07	Complete Genome	2012-02-29		2	Vibrio cholerae
GCF_003097695.1	ASM309769v1	2025-04-06	Vibrio cholerae		A1552					GCF_003097695.1-RS_2025_04_06	Complete Genome	2018-05-08		2	Vibrio cholerae
GCF_009762895.1	ASM976289v1	2025-04-05	Vibrio cholerae		3528-08					GCF_009762895.1-RS_2025_04_05	Complete Genome	2019-12-18		2	Vibrio cholerae
GCF_009763065.1	ASM976306v1	2025-04-05	Vibrio cholerae		2015V-1118					GCF_009763065.1-RS_2025_04_05	Complete Genome	2019-12-18		2	Vibrio cholerae
GCF_000021605.1	ASM2160v1	2025-04-05	Vibrio cholerae M66-2		M66-2					GCF_000021605.1-RS_2025_04_05	Complete Genome	2009-04-20		2	Vibrio cholerae
GCF_002997215.1	ASM299721v1	2025-04-04	Vibrio cholerae		A1552					GCF_002997215.1-RS_2025_04_04	Complete Genome	2018-03-14		2	Vibrio cholerae
GCF_030994165.1	ASM3099416v1	2025-08-31	Vibrio parahaemolyticus		BM25					GCF_030994165.1-RS_2025_08_31	Complete Genome	2023-08-30		2	Vibrio parahaemolyticus
GCF_030994565.1	ASM3099456v1	2025-08-31	Vibrio parahaemolyticus		BM26A					GCF_030994565.1-RS_2025_08_31	Complete Genome	2023-08-30		3	Vibrio parahaemolyticus
GCF_030994185.1	ASM3099418v1	2025-08-31	Vibrio parahaemolyticus		Isc7					GCF_030994185.1-RS_2025_08_31	Complete Genome	2023-08-30		2	Vibrio parahaemolyticus
GCF_030994145.1	ASM3099414v1	2025-08-31	Vibrio parahaemolyticus		Isc14B					GCF_030994145.1-RS_2025_08_31	Complete Genome	2023-08-30		2	Vibrio parahaemolyticus
GCF_030994225.1	ASM3099422v1	2025-08-31	Vibrio parahaemolyticus		BM24B					GCF_030994225.1-RS_2025_08_31	Complete Genome	2023-08-30		2	Vibrio parahaemolyticus
GCF_033441455.1	ASM3344145v1	2025-08-19	Vibrio parahaemolyticus		TW01					GCF_033441455.1-RS_2025_08_19	Complete Genome	2023-11-08		6	Vibrio parahaemolyticus
GCF_013393865.1	ASM1339386v1	2025-08-18	Vibrio parahaemolyticus		LVP2					GCF_013393865.1-RS_2025_08_18	Complete Genome	2020-07-08		2	Vibrio parahaemolyticus
GCF_013393845.1	ASM1339384v1	2025-08-18	Vibrio parahaemolyticus		LVP1					GCF_013393845.1-RS_2025_08_18	Complete Genome	2020-07-08		2	Vibrio parahaemolyticus
GCF_013393885.1	ASM1339388v1	2025-08-18	Vibrio parahaemolyticus		LVP66					GCF_013393885.1-RS_2025_08_18	Complete Genome	2020-07-08		2	Vibrio parahaemolyticus
GCF_052076125.1	ASM5207612v1	2025-08-18	Vibrio parahaemolyticus		RIMD 2210633					GCF_052076125.1-RS_2025_08_18	Complete Genome	2025-08-18		2	Vibrio parahaemolyticus
GCF_030704285.1	ASM3070428v1	2025-08-10	Vibrio parahaemolyticus		RP0132					GCF_030704285.1-RS_2025_08_10	Complete Genome	2023-08-09		2	Vibrio parahaemolyticus
GCF_051903045.1	ASM5190304v1	2025-08-08	Vibrio parahaemolyticus		HLV					GCF_051903045.1-RS_2025_08_08	Complete Genome	2025-08-09		2	Vibrio parahaemolyticus
GCF_030552955.1	ASM3055295v1	2025-07-29	Vibrio parahaemolyticus		HZ					GCF_030552955.1-RS_2025_07_29	Complete Genome	2023-07-30		2	Vibrio parahaemolyticus
GCF_003119375.1	ASM311937v1	2025-07-19	Vibrio parahaemolyticus					R13		GCF_003119375.1-RS_2025_07_19	Complete Genome	2018-05-11		5	Vibrio parahaemolyticus
GCF_003076895.1	ASM307689v1	2025-07-18	Vibrio parahaemolyticus		R14					GCF_003076895.1-RS_2025_07_18	Complete Genome	2018-05-02		5	Vibrio parahaemolyticus
GCF_002073775.2	ASM207377v2	2025-07-16	Vibrio parahaemolyticus		FDAARGOS_191					GCF_002073775.2-RS_2025_07_16	Complete Genome	2018-03-02		2	Vibrio parahaemolyticus
GCF_002290245.2	ASM229024v2	2025-07-12	Vibrio parahaemolyticus		MAVP-26					GCF_002290245.2-RS_2025_07_12	Complete Genome	2024-06-04		2	Vibrio parahaemolyticus
GCF_030064615.2	ASM3006461v2	2025-07-06	Vibrio parahaemolyticus		PH1339					GCF_030064615.2-RS_2025_07_06	Complete Genome	2023-07-06		3	Vibrio parahaemolyticus
GCF_009649015.1	ASM964901v1	2025-07-06	Vibrio parahaemolyticus 10329		10329					GCF_009649015.1-RS_2025_07_06	Complete Genome	2019-11-11		2	Vibrio parahaemolyticus
GCF_051131115.1	ASM5113111v1	2025-06-28	Vibrio parahaemolyticus		NJIFDCVp17					GCF_051131115.1-RS_2025_06_28	Complete Genome	2025-06-29		2	Vibrio parahaemolyticus
